What are the options with the card loss?,Banking_Report_Missing_Card
My credit card is lost how should I cancel it,Banking_Report_Missing_Card
Is there any charge for registering a complaint for credit card loss?,Banking_Report_Missing_Card
I would like to know what to do if I lose my credit card,Banking_Report_Missing_Card
I need assistance as I've lost my credit card,Banking_Report_Missing_Card
I have no idea where I placed my debit card,Banking_Report_Missing_Card
I have lost my credit card and I want to deactivate it,Banking_Report_Missing_Card
How much is the charge for a lost card?,Banking_Report_Missing_Card
How do I report the theft of my credit card?,Banking_Report_Missing_Card
How do I go about reporting a card theft?,Banking_Report_Missing_Card
How do I file for a missing card?,Banking_Report_Missing_Card
Someone took my card!,Banking_Report_Missing_Card
What steps should be taken in the event of a missing credit card?,Banking_Report_Missing_Card
What steps can I take when I lose my credit card?,Banking_Report_Missing_Card
What is the way to report a lost card?,Banking_Report_Missing_Card
What is the procedure to report stolen card?,Banking_Report_Missing_Card
missing card,Banking_Report_Missing_Card
report missing card,Banking_Report_Missing_Card
How soon will you tell me about modifications made to the bank card agreement?,Banking_Request_Card_Member_Agreement
How can I request card holder agreement?,Banking_Request_Card_Member_Agreement
Does my card member agreement give all information about charges on credit card?,Banking_Request_Card_Member_Agreement
Do I need to sign card member agreement?,Banking_Request_Card_Member_Agreement
I never got the cardmember agreement. can you post/email me?,Banking_Request_Card_Member_Agreement
I need information about cardholder member agreement. please help with the same,Banking_Request_Card_Member_Agreement
Looking for my credit card account agreement,Banking_Request_Card_Member_Agreement
Who do I contact for card member agreement?,Banking_Request_Card_Member_Agreement
How will I get card member agreement on email?,Banking_Request_Card_Member_Agreement
What are arbitration clauses in cardmember agreement?,Banking_Request_Card_Member_Agreement
Can you tell me how can I request card holder agreement?,Banking_Request_Card_Member_Agreement
Can I see the agreement?,Banking_Request_Card_Member_Agreement
I need a copy of my card agreement,Banking_Request_Card_Member_Agreement
Will there be a new card member agreement for my renewed card?,Banking_Request_Card_Member_Agreement
Will it cost me to receive a copy of the card holder agreement?,Banking_Request_Card_Member_Agreement
Do I have to fill out a new member agreement for a replaced card?,Banking_Request_Card_Member_Agreement
I want pdf of cardmember agreement,Banking_Request_Card_Member_Agreement
When I will receive credit member agreement?,Banking_Request_Card_Member_Agreement
Looking for credit card member agreement,Banking_Request_Card_Member_Agreement
It would be great if you help me with cardholder member agreement,Banking_Request_Card_Member_Agreement
I want to apply for a checkbook,Banking_Request_Checkbook
How to get another check book?,Banking_Request_Checkbook
How do I receive a new copy of my check book?,Banking_Request_Checkbook
Help with check requisition,Banking_Request_Checkbook
Do you issue check books?,Banking_Request_Checkbook
Do you have check book request details?,Banking_Request_Checkbook
Could you help me get a checkbook?,Banking_Request_Checkbook
Can you tell me some options about check book issue?,Banking_Request_Checkbook
What is helpline number for requesting checkbook?,Banking_Request_Checkbook
What are charges for a new checkbook?,Banking_Request_Checkbook
Please give me the information on how to request the check-book,Banking_Request_Checkbook
Is it possible for me to receive a checkbook?,Banking_Request_Checkbook
I'm calling for help in ordering a new checkbook please.,Banking_Request_Checkbook
I'm all outta checks,Banking_Request_Checkbook
I want to know my check book request status,Banking_Request_Checkbook
I need assistance on getting check book,Banking_Request_Checkbook
Can you please send me some checks?,Banking_Request_Checkbook
Can I order checkbook thru this chat window?,Banking_Request_Checkbook
Can I check the status of my check book request?,Banking_Request_Checkbook
What is the option for check book renewal?,Banking_Request_Checkbook
What are the steps involved in increasing credit line?,Banking_Request_Increase_In_Credit_Line
There is a hospital emergency. can you increase my credit limit,Banking_Request_Increase_In_Credit_Line
I want to know about credit limitation,Banking_Request_Increase_In_Credit_Line
How often does bank increase credit limit?,Banking_Request_Increase_In_Credit_Line
How can I add limit to credit card?,Banking_Request_Increase_In_Credit_Line
How to apply for increase in credit limit?,Banking_Request_Increase_In_Credit_Line
I am not getting on how to increase credit limit,Banking_Request_Increase_In_Credit_Line
I need to change my credit card limit,Banking_Request_Increase_In_Credit_Line
I want to submit my latest salary slip to enhance my credit card limit,Banking_Request_Increase_In_Credit_Line
I would like to have a bigger credit line,Banking_Request_Increase_In_Credit_Line
I'd like a higher credit ceiling please,Banking_Request_Increase_In_Credit_Line
Requesting you to remove credit restrictions,Banking_Request_Increase_In_Credit_Line
What are the methods with which I can improve my credit line?,Banking_Request_Increase_In_Credit_Line
Upgrade credit limit,Banking_Request_Increase_In_Credit_Line
How do I raise credit card limit?,Banking_Request_Increase_In_Credit_Line
Does my credit card usage have impact on increasing the credit line?,Banking_Request_Increase_In_Credit_Line
Credit bump,Banking_Request_Increase_In_Credit_Line
Can you extend my current card limitation?,Banking_Request_Increase_In_Credit_Line
Who approves the credit limit extension?,Banking_Request_Increase_In_Credit_Line
Where do I request a credit increase?,Banking_Request_Increase_In_Credit_Line
I want to ask about direct deposit,Banking_Set_Up_Direct_Deposit
Set up direct deposit,Banking_Set_Up_Direct_Deposit
Please guide me with direct deposit process,Banking_Set_Up_Direct_Deposit
How to use on-line banking for direct credit?,Banking_Set_Up_Direct_Deposit
How to sign up for direct deposit?,Banking_Set_Up_Direct_Deposit
How do I setup direct deposit?,Banking_Set_Up_Direct_Deposit
From where should I sign up for direct deposit,Banking_Set_Up_Direct_Deposit
Does the mobile app offer direct deposit?,Banking_Set_Up_Direct_Deposit
Can you mail me the direct deposit form to my residential address?,Banking_Set_Up_Direct_Deposit
Can you deposit my salary right into my account?,Banking_Set_Up_Direct_Deposit
Can I set up a direct deposit without a checkbook?,Banking_Set_Up_Direct_Deposit
Where is option of direct deposit in net banking?,Banking_Set_Up_Direct_Deposit
When setting up direct deposit what does deposit type mean?,Banking_Set_Up_Direct_Deposit
What is the way to do direct deposit?,Banking_Set_Up_Direct_Deposit
What is process to setup direct deposit?,Banking_Set_Up_Direct_Deposit
What are steps for setting up direct deposit?,Banking_Set_Up_Direct_Deposit
I have query regarding process of direct deposit,Banking_Set_Up_Direct_Deposit
What all details I need to fill direct deposit form?,Banking_Set_Up_Direct_Deposit
What are ways for setting up direct deposit?,Banking_Set_Up_Direct_Deposit
Show me process to setup direct deposit,Banking_Set_Up_Direct_Deposit
money transfer,Banking_Transfer_Money
How can I transfer funds electronically?,Banking_Transfer_Money
Which is the external money transfer maximum limit?,Banking_Transfer_Money
Could you please assist me with transferring funds?,Banking_Transfer_Money
Could you please tell me how to transfer money?,Banking_Transfer_Money
I need support for international bank transfer,Banking_Transfer_Money
Where are the internal money transfer option in mobile application?,Banking_Transfer_Money
I wand to send a wire is it secure and convenient,Banking_Transfer_Money
How do I set up recurring external transfers?,Banking_Transfer_Money
How do I add payee to my external account lists?,Banking_Transfer_Money
I want to transfer some amount to another account within the same bank,Banking_Transfer_Money
Please walk me through the process of wire transfer,Banking_Transfer_Money
Transfer to checking,Banking_Transfer_Money
Transfer to outside account on app,Banking_Transfer_Money
What are the options to move money to outside bank account?,Banking_Transfer_Money
How much overseas wires fund charge?,Banking_Transfer_Money
Where can I do a wire exchange?,Banking_Transfer_Money
What is the daily limit to transfer money to some other bank?,Banking_Transfer_Money
Can you please help me with wire transaction?,Banking_Transfer_Money
Can I send my sister some money?,Banking_Transfer_Money
When will the beneficiary receive the wire transferred money?,Banking_Transfer_Money
transfer money to account,Banking_Transfer_Money
transfer money,Banking_Transfer_Money
Show activities,Banking_View_Activity
Please tell me account activities detail,Banking_View_Activity
Places where account activity history can be found,Banking_View_Activity
How much interest amount deposited last month in my account?,Banking_View_Activity
How do I access checking account activity information?,Banking_View_Activity
When was the levy order processed for my checking account?,Banking_View_Activity
Help me get all the information about all activities of all my checking accounts,Banking_View_Activity
Where to view my account transaction history for my checking account?,Banking_View_Activity
I would like to see any recent activity on my account before the interest got added,Banking_View_Activity
Help with viewing activity that take place in an a/c,Banking_View_Activity
Can I get statement for account activities in past 10 days?,Banking_View_Activity
I wanna check my account summary,Banking_View_Activity
I want someone to help me see account activity and summary for every activity of my account,Banking_View_Activity
See transactions,Banking_View_Activity
From where did I get the latest credit in my account,Banking_View_Activity
Do you know about account activities of my checking account?,Banking_View_Activity
How can one get account activities details of his a/c?,Banking_View_Activity
What is the amount of interest that got credited to my a/c?,Banking_View_Activity
View activities,Banking_View_Activity
Transaction history,Banking_View_Activity
I need pending charges for card,Banking_View_Pending_Charges
I want to know about credit card pending charge,Banking_View_Pending_Charges
I would like to know about my pending charges,Banking_View_Pending_Charges
I'd like to learn more about the pending charges of my credit card,Banking_View_Pending_Charges
Show pending,Banking_View_Pending_Charges
What are the charges for my credit card which are yet to be approved?,Banking_View_Pending_Charges
Please tell me about the pending charges against me,Banking_View_Pending_Charges
Where can I go over my recent charges pending approval?,Banking_View_Pending_Charges
Can you show me where I can find my charges that have not yet gone through?,Banking_View_Pending_Charges
Can you give me information about the outstanding charges on my credit card?,Banking_View_Pending_Charges
Can you show me where I can see any upcoming charges levied on my credit card account?,Banking_View_Pending_Charges
What should I know about pending charges on my credit card?,Banking_View_Pending_Charges
Is there any information for credit card with pending charges?,Banking_View_Pending_Charges
Any outstanding charges,Banking_View_Pending_Charges
Pending items,Banking_View_Pending_Charges
How can I access credit card pending payments?,Banking_View_Pending_Charges
How to view unsettled charges with my credit card?,Banking_View_Pending_Charges
How to get credit card's pending charges on-line?,Banking_View_Pending_Charges
How do I review my credit charges awaiting confirmation?,Banking_View_Pending_Charges
Can I get some info related to pending charges for my credit card using mobile application?,Banking_View_Pending_Charges
What swift code and aba routing number I should use to wire transfer fund from foreign country?,Banking_View_Routing_Number
What is the aba routing number for your bank?,Banking_View_Routing_Number
How to view international bank transfer routing number?,Banking_View_Routing_Number
I need to find my routing number of my bank account online.,Banking_View_Routing_Number
I want to make international transaction so I need routing number for that,Banking_View_Routing_Number
May I know the routing number?,Banking_View_Routing_Number
What is an aba routing number and how do I find it?,Banking_View_Routing_Number
Is the bank account number same as the routing number?,Banking_View_Routing_Number
Can you tell my routing number in this chat window?,Banking_View_Routing_Number
Find a routing number without checks,Banking_View_Routing_Number
How do I know the routing number?,Banking_View_Routing_Number
Where is routing number need to find on check?,Banking_View_Routing_Number
Where do I see the routing no?,Banking_View_Routing_Number
Where do I locate my routing number on site please?,Banking_View_Routing_Number
Where can I see my routing id?,Banking_View_Routing_Number
Where can I find my routing id?,Banking_View_Routing_Number
How to locate bank routing number?,Banking_View_Routing_Number
How to search bank routing numbers?,Banking_View_Routing_Number
Where is the routing transit number located?,Banking_View_Routing_Number
Where can I find my bank routing numbers for money transfer?,Banking_View_Routing_Number
bank actions,Bot_Bank_Menu
back to bank menu,Bot_Bank_Menu
back to bank actions,Bot_Bank_Menu
return to bank actions menu,Bot_Bank_Menu
return to bank actions,Bot_Bank_Menu
What actions can i perform with the bank?,Bot_Bank_Menu
return to bank menu,Bot_Bank_Menu
Show banking menu,Bot_Bank_Menu
Sweet,Bot_Control_Approve_Response
That is what I need,Bot_Control_Approve_Response
That's exactly what I want,Bot_Control_Approve_Response
absolutely,Bot_Control_Approve_Response
Very well. Let's do it.,Bot_Control_Approve_Response
sure thing,Bot_Control_Approve_Response
Yes,Bot_Control_Approve_Response
indeed,Bot_Control_Approve_Response
yes please,Bot_Control_Approve_Response
yeah,Bot_Control_Approve_Response
You read my mind,Bot_Control_Approve_Response
That is right,Bot_Control_Approve_Response
All right,Bot_Control_Approve_Response
Correct,Bot_Control_Approve_Response
For sure!,Bot_Control_Approve_Response
Got it,Bot_Control_Approve_Response
I agree,Bot_Control_Approve_Response
I like that,Bot_Control_Approve_Response
Great,Bot_Control_Approve_Response
"Yeah, that's it!",Bot_Control_Approve_Response
Indeed!,Bot_Control_Approve_Response
That is the proper response.,Bot_Control_Approve_Response
Sure thing!,Bot_Control_Approve_Response
sure,Bot_Control_Approve_Response
alright,Bot_Control_Approve_Response
alright yes,Bot_Control_Approve_Response
This is alright,Bot_Control_Approve_Response
You bet,Bot_Control_Approve_Response
That is precisely what I was looking for,Bot_Control_Approve_Response
I do,Bot_Control_Approve_Response
Affirmative. That's what I'm looking for.,Bot_Control_Approve_Response
I have one more question,Bot_Control_Change_Subject
A different matter,Bot_Control_Change_Subject
Discuss something else,Bot_Control_Change_Subject
Another thing,Bot_Control_Change_Subject
Here is another issue,Bot_Control_Change_Subject
Talk about something else,Bot_Control_Change_Subject
Let us change the topic,Bot_Control_Change_Subject
Change topic,Bot_Control_Change_Subject
Help me with this other question,Bot_Control_Change_Subject
Can we talk about something else?,Bot_Control_Change_Subject
Let us talk about something else,Bot_Control_Change_Subject
Chat about something else,Bot_Control_Change_Subject
Explains,Bot_Control_Clarification
What are you saying?,Bot_Control_Clarification
What do you mean by that?,Bot_Control_Clarification
I don't get it,Bot_Control_Clarification
I did not quite understand what you gave me,Bot_Control_Clarification
What do you mean?,Bot_Control_Clarification
Can you say that again please?,Bot_Control_Clarification
I don't understand what you're saying,Bot_Control_Clarification
Come again?,Bot_Control_Clarification
What are you referring to?,Bot_Control_Clarification
"Let's try to say that again more clearly, shall we?",Bot_Control_Clarification
What are you talking about?,Bot_Control_Clarification
I didn't quite understand what you said,Bot_Control_Clarification
I didn't understand that properly,Bot_Control_Clarification
I need more information,Bot_Control_Clarification
I don't understand,Bot_Control_Clarification
I didn't catch that,Bot_Control_Clarification
Where'd you go?,Bot_Control_Confirm_Presence
Is anybody here?,Bot_Control_Confirm_Presence
Are you leaving me?,Bot_Control_Confirm_Presence
Are you there?,Bot_Control_Confirm_Presence
I am still holding,Bot_Control_Confirm_Presence
Are you still here with me?,Bot_Control_Confirm_Presence
Am I talking to someone?,Bot_Control_Confirm_Presence
Are you still around?,Bot_Control_Confirm_Presence
Have I lost you?,Bot_Control_Confirm_Presence
Speak to me if you are there.,Bot_Control_Confirm_Presence
Are you on?,Bot_Control_Confirm_Presence
Did you go somewhere?,Bot_Control_Confirm_Presence
Did you hear what I said?,Bot_Control_Confirm_Presence
Anyone there?,Bot_Control_Confirm_Presence
You around?,Bot_Control_Confirm_Presence
Is anybody home?,Bot_Control_Confirm_Presence
Ignore this,Bot_Control_Ignore_Undo
"Actually, I take that back",Bot_Control_Ignore_Undo
Cancel,Bot_Control_Ignore_Undo
Hold on! I think I want to do it differently.,Bot_Control_Ignore_Undo
Wait! Let's back up few steps and do that again,Bot_Control_Ignore_Undo
Never,Bot_Control_Ignore_Undo
Not yet,Bot_Control_Ignore_Undo
I did not mean that?,Bot_Control_Ignore_Undo
"I didn't mean to do that actually, let's go back",Bot_Control_Ignore_Undo
Nothing,Bot_Control_Ignore_Undo
Never mind,Bot_Control_Ignore_Undo
Let us redo that again!,Bot_Control_Ignore_Undo
I change my mind.,Bot_Control_Ignore_Undo
It's not what I mean,Bot_Control_Ignore_Undo
No,Bot_Control_Reject_Response
I disagree,Bot_Control_Reject_Response
You did not understand what I said,Bot_Control_Reject_Response
Do not,Bot_Control_Reject_Response
I don't need that,Bot_Control_Reject_Response
It is not what I was looking for,Bot_Control_Reject_Response
I do not think it is the answer?,Bot_Control_Reject_Response
I wasn't looking for that,Bot_Control_Reject_Response
It is not what I want,Bot_Control_Reject_Response
No I'm fine thanks,Bot_Control_Reject_Response
I don't want that,Bot_Control_Reject_Response
Bad response,Bot_Control_Reject_Response
You're misunderstanding me,Bot_Control_Reject_Response
You didn't understand me,Bot_Control_Reject_Response
You did not understand what I asked,Bot_Control_Reject_Response
Wrong response,Bot_Control_Reject_Response
"That was wrong, try again",Bot_Control_Reject_Response
That was not my intent,Bot_Control_Reject_Response
That sounds like the wrong response,Bot_Control_Reject_Response
That is not true,Bot_Control_Reject_Response
That answer is incorrect,Bot_Control_Reject_Response
Not the right response,Bot_Control_Reject_Response
Main menu,Bot_Control_Start_Over
Please reset,Bot_Control_Start_Over
Please start a new chat,Bot_Control_Start_Over
Restart,Bot_Control_Start_Over
Can we please start over?,Bot_Control_Start_Over
One more time from the beginning,Bot_Control_Start_Over
Back to the beginning,Bot_Control_Start_Over
Begin over!,Bot_Control_Start_Over
We will need to begin again,Bot_Control_Start_Over
can i see the main menu,Bot_Control_Start_Over
go back to start,Bot_Control_Start_Over
Back to main menu,Bot_Control_Start_Over
Back to the top,Bot_Control_Start_Over
Let's pick this up from the top again.,Bot_Control_Start_Over
I need to reset.,Bot_Control_Start_Over
How can I start over?,Bot_Control_Start_Over
show me all the options,Bot_Control_Start_Over
Go to start,Bot_Control_Start_Over
Start over,Bot_Control_Start_Over
We need a do-over,Bot_Control_Start_Over
Please initiate from the beginning,Bot_Control_Start_Over
Let's go back to square one,Bot_Control_Start_Over
Let us reopen this again.,Bot_Control_Start_Over
I would like to start all over,Bot_Control_Start_Over
I want start from the beginning,Bot_Control_Start_Over
I haven't got a clue,Bot_Control_Unsure
No idea,Bot_Control_Unsure
No clue,Bot_Control_Unsure
I m not certain I get what you re saying,Bot_Control_Unsure
I have no idea what you are looking for,Bot_Control_Unsure
I m not sure what will make you happy,Bot_Control_Unsure
"I have no idea, actually",Bot_Control_Unsure
I don t know what you want,Bot_Control_Unsure
"To be honest, I m really not sure",Bot_Control_Unsure
I m not yet convinced,Bot_Control_Unsure
I don t know what you need,Bot_Control_Unsure
You got me,Bot_Control_Unsure
When does your branch shut down?,Branch_Timings
operation hours,Branch_Timings
What are your branch timings?,Branch_Timings
branch timings,Branch_Timings
What are your operation hours?,Branch_Timings
nevermind,Cancel
cancel the request,Cancel
i changed my mind,Cancel
i don't want a table anymore anymore,Cancel
forget it,Cancel
never mind,Cancel
cancel that,Cancel
cdc_facts,cdc_facts
cdc_link,CDC_Info
corona virus news updates,cdc_summary
covid news updates,cdc_summary
cdc_summary,cdc_summary
cdc_traveler,cdc_traveler
What is coronavirus ?,corona_info
Where did coronavirus start ?,corona_info
when did coronavirus start ?,corona_info
what are the medical conditions that are at higher risk to coronavirus?,corona_info
when will coronavirus end ?,corona_info
Do i have coronavirus?,covid-diagnosis
I'm afraid I have this virus. How can I tell?,covid-diagnosis
"I'm feeling sick, but I'm not sure whether I have the covid-19.",covid-diagnosis
I have a fever. Does that mean I have coronavirus?,covid-diagnosis
Does having a fever and a runny nose mean I have coronavirus?,covid-diagnosis
Can you tell me whether I have covid-19 or not?,covid-diagnosis
How can I diagnose whether I have covid-19 or not?,covid-diagnosis
How can I tell if I have the coronavirus?,covid-diagnosis
I'm not feeling very well today,covid-diagnosis
How can I tell whether I have the flu or the coronavirus?,covid-diagnosis
How do I know if I have covid-19?,covid-diagnosis
How can I tell if I am infected?,covid-diagnosis
I'm afraid I'm coming down with coronavirus. How can I tell if I am?,covid-diagnosis
I'm sick,covid-diagnosis
How can I tell if I have a fever?,covid-fever-definition
How hot is a fever?,covid-fever-definition
What do you mean fever?,covid-fever-definition
What temperature is a fever?,covid-fever-definition
How high is does my temperature need to be for a fever?,covid-fever-definition
How do flu symptoms differ from cold symptoms?,covid-flu-vs-common-cold
How is a cold different from the flu?,covid-flu-vs-common-cold
corona vs flu,covid-flu-vs-common-cold
What's the difference between flu and coronavirus,covid-flu-vs-common-cold
Flu vs corona,covid-flu-vs-common-cold
Flu vs cold,covid-flu-vs-common-cold
How do I keep other people from catching this?,covid-prevent-spread
How can I protect my family and friends from covid-19 if I'm contagious,covid-prevent-spread
How can we slow down the spread of corona virus?,covid-prevent-spread
How do I help prevent coronavirus from spreading?,covid-prevent-spread
What do I do to keep the coronavirus from spreading?,covid-prevent-spread
Can my kids go back to school?,covid-schools-open
should my kids go to school,covid-schools-open
can i send my kids to school,covid-schools-open
When will the high school in my area be open again.,covid-schools-open
are the schools going to open again soon,covid-schools-open
Is the local kindergarten going to be opening soon,covid-schools-open
should my kids go to schoolo,covid-schools-open
when will the day care center be open again?,covid-schools-open
Can my kids go to school today?,covid-schools-open
are schools open?,covid-schools-open
Are universities open?,covid-schools-open
Should I go to school?,covid-schools-open
when will the school be open again?,covid-schools-open
Can I go to school?,covid-schools-open
Can I go to university?,covid-schools-open
Should I go to university?,covid-schools-open
What kind of breathing problem is that?,covid-shortness-of-breath-definition
How do I know what shortness of breath is,covid-shortness-of-breath-definition
What is shortness of breath,covid-shortness-of-breath-definition
What do you mean shortness of breath?,covid-shortness-of-breath-definition
I don't know what shortness of breath is,covid-shortness-of-breath-definition
What if I think I have coronavirus?,covid-what-if-sick
What if I'm sick?,covid-what-if-sick
What do I do if I'm infected with covid-19?,covid-what-if-sick
What do I do if I have been exposed to the virus?,covid-what-if-sick
What should I do if I'm sick?,covid-what-if-sick
Make an appointment,Customer_Care_Appointments
can i make an appointment,Customer_Care_Appointments
I would like to discuss my situation face to face,Customer_Care_Appointments
I want to talk in person with someone about my case,Customer_Care_Appointments
i'd like to make an appointment,Customer_Care_Appointments
I would like to make an appointment to visit the nearest store to my location.,Customer_Care_Appointments
What time can I meet the staff?,Customer_Care_Appointments
meet in store,Customer_Care_Appointments
do you have availability next week,Customer_Care_Appointments
can i book for tonight,Customer_Care_Appointments
Could I speak to someone in the store next tuesday?,Customer_Care_Appointments
i'd like to come in for an appointment,Customer_Care_Appointments
are you available on tuesday,Customer_Care_Appointments
Can I book an in person session,Customer_Care_Appointments
Want to change my visit,Customer_Care_Appointments
Set up an appt,Customer_Care_Appointments
Store appointment,Customer_Care_Appointments
When can I meet with one of your employees at your store?,Customer_Care_Appointments
I prefer a face to face visit,Customer_Care_Appointments
can you make an appointment for me,Customer_Care_Appointments
Are you open on bank holidays?,Customer_Care_Store_Hours
Are you closed new Year's eve,Customer_Care_Store_Hours
how early do you open on Saturdays,Customer_Care_Store_Hours
how late are you there,Customer_Care_Store_Hours
What time are you closing today?,Customer_Care_Store_Hours
store open,Customer_Care_Store_Hours
What time do you close today,Customer_Care_Store_Hours
What time does the central manchester store shut on a saturday?,Customer_Care_Store_Hours
how late y'all stay up till,Customer_Care_Store_Hours
What are the hours of operation?,Customer_Care_Store_Hours
store open now,Customer_Care_Store_Hours
"Are you open on sundays, and if so what are the hours?",Customer_Care_Store_Hours
open hours store,Customer_Care_Store_Hours
will you be open Memorial day,Customer_Care_Store_Hours
store hours,Customer_Care_Store_Hours
